diary_date,Title,Content
1594-06-19 (목),(병인),"맑다.
    원수의 군관과 배응록(裵應祿)이 원수가 있는 곳으로 돌아갔다.
    변존서(卞存緖), 윤사공(尹思恭), 하천수(河千壽) 등이 들어왔다.
    충청수사가와 보고서 그 어머니 병환 때문에 곧 그의 사처(私處)로 돌아갔다."
1594-06-20 (금),(정묘),"맑다.
    충청수사가 와서 보고 활을 쏘았다.
    박치공(朴致恭)이 와서 말하고 서울로 갔다. 마량첨사도 왔다.
    저녁에 영등포만호는 본포(영 등포)에 물러나 있었던 죄를 다스렸다. 탐후선 이인원(李仁元) 이 들어왔다."
1594-06-21 (토),(무진),"맑다.
    충청수사가 와서 활을 쏘았다.
    마량첨사가 와서 봤다. 명나라 장수(장홍유)가 바닷길로 벌써 벽파정에 이르렀다고 한것은 잘못 전한 것이라고 했다."
1594-06-22 (일),(기사),"맑다.
    할머님의 제삿날이라 나가지 않았다.
    오늘 불꽃과 같은 삼복 더위가 전보다 더하여 큰섬이 찌는 듯하여 사람이 견디기가 여간 어렵지 않다.
    저녁에 몸이 몹시 불편하여 식사를 두끼니나 먹지 않았다.
    초저녁에 소나기가 내렸다."
1594-06-23 (월),(경오),"맑더니 저녁나절에 소나기가 왔다.
    순천부사, 충청수사, 우우후, 가리포첨사가 아울러 와서 봤다.
    우후(이몽구)가 군량 독촉하는 일로 나갔다가 견내량에서 왜놈을 사로잡았다.
    왜적의 동태를 캐묻고, 또 무엇을 잘하는지 물었더니, 염초굽는 일과 총쏘기를 다 잘한다고 했다."
1594-06-24 (화),(신미),"맑다.
    순천부사, 충청수사가 와서 활 스무순을 쏘았다."
1594-06-25 (수),(임신),"맑다.
    충청수사와 함께 활 열순을 쏘았다. 이여념(李汝恬)도 와서 활을 쏘았다.
    종사관(정경달)을 모시는 아전이 편지를 가지고 들어왔는 데, 조도어사의 말이 몹시 놀라왔다. 부채를 봉하여 보냈다."
1594-06-26 (목),(계유),"맑다.
    충청수사, 순천부사, 사도첨사, 여도만호, 고성현령 등이 활을 쏘았다.
    일찍 김양간(金良幹)에게 단오날의 진상물을 봉해 올렸 다.
    마량, 영등포가 여기 왔다가 곧 돌아갔다."
1594-06-27 (금),(갑술),"맑다.
    활 열다섯순을 쏘았다."
1594-06-28 (토),(을해),"맑다. 더위가 찌는 듯하다.
    나라제삿날(明宗 祭日)이라 종일 혼자 앉아 있었다.
    진무성(陳 武晟)이 벽방산의 망보는 곳의 부정사실을 조사하고 와서 적선은 없더라고 보고했다."
1594-06-29 (일),(병자),"맑다.
    순천부사가 술과 음식을 가지고 왔다.
    우수사, 충청수사와 같이 와서 활을 쏘았다.
    윤동구(尹東, )의 아버지가 와서 봤다.
    울(蔚)이 들어와서 어머니께서 평안하시다고 했다."
1594-07-01 (월),(정축),"맑다.
    배응록(裵應祿)이 원수에게서 들어 왔다. 원수가 뉘우치는 말을 하고서 보냈다는 것이다. 우습다.
    이날이 나라제삿날(仁宗 祭日)이라 홀로 종일 앉있었다.
    저녁에 충청수사가 여기 와서 서로 이야기했다."
1594-07-02 (화),(무인),"맑다.
    늦더위가 찌는 듯하다.
    이날 순천의 도청(원을 보좌하는 아전)과 색리, 광양의 색리 등의 죄를 다스렸다.
    좌도 사수들의 활쏘기를 시험하고, 적의 장물을 나누어 줬다.
    저녁나절에 순천부사, 충청수사와 함께 활을 쏘았다.
    배첨지가 휴가를 받아 갔다.
    노윤발(盧潤發)에게 흥양군관 이심(李深)과 병선 색리, 괄군색리 등을 붙잡아 올일로 전령을 주어 내보냈다."
1594-07-03 (수),(기묘),"맑다.
    충청수사, 순천부사가 활을 쏘았다.
    웅천현감 이운룡(李雲龍)이 휴가를 신고하고 미조항으로 돌아갔다.
    음란한 계집을 처벌했다.
    각 배에서 여러번 양식을 훔친 사람들을 처형했다.
    저녁에 새로 지은 다락으로 나가 보았다."
1594-07-04 (목),(경진),"맑다.
    충청수사가 와서 같이 아침밥을 먹은 뒤에 마량첨사, 소비포권관도 와서 같이 점심을 먹었다.
    왜적 다섯명과 도망병 한명을 아울러 처형했다.
    충청수사와 함께 활 열순을 쏘았다.
    옥과의 계원유사 조응복(曺應福)에게 참봉의 직첩을 주어 보냈다."
1594-07-05 (금),(신사),"맑다.
    새벽에 탐후선이 들어와서 어머니께서 평안하심을 알았다. 참으로 다행이다.
    심약(審藥 : 궁중에 바치는 약재를 감시하기 위하여 각 도에 파견하는 종9품의 벼슬인데, 전의감 혜민서의 의원중에서 뽑음)이 내려왔는데 매우 용렬하니 한심스럽다.
    우수사, 충청수사가 같이 왔다. 여도만호는 술을 가져와 같이 마셨다.
    활 열여순을 쏘았다.
    너무 취해서 수루에 올랐다가 밤이 깊어서야 헤어졌다."
1594-07-06 (토),(임오),"종일 궂은비 오다.
    몸이 불편하여 공무를 보지 않았다.
    큰 도둑 세놈을 최귀석(崔貴石)이 잡아 왔다. 또 박춘양(朴春陽) 등을 보내어 그 괴수를 잡아 왼쪽 귀를 잘라서 왔다.
    아침에 정원명(鄭元溟) 등을 격군을 정비하지 않은 일로 이를 잡아 가두었다.
    저녁에 보성군수가 들어온다고 했다. 어머니께서 평안하시다는 소식을 들었다.
    밤 11시쯤에 소나기가 퍼부었다. 빗발이 삼대 같아 새지 않는 곳이 없었다.
    촛불을 밝히고 홀로 앉았으니, 온갖 근심이 치밀었다.
    이영남(李英男)이 와서 봤다."
1594-07-07 (일),(계미),"저녁에 비가 뿌렸다.
    충청수사는 그 어머니의 병환이 심하다고 아뢰고 모이지 못했다.
    우수사는 순천부사, 사도첨사, 가리포첨사, 발포만호, 녹도만호가 함께 활을 쏘았다.
    이영남(李英男)이 배를 거느리고 올일로 곤양으로 간다고 아뢰고 돌아갔다.
    사로잡혔다가 돌아온 고성 보인(保人)을 문초했다. 보성이 왔다."
1594-07-08 (월),(갑신),"흐리되 비는 오지 않았다.
    종일 바람이 세게 불었다. 몸이 곤하여 장수들을 보지 않았다.
    각 고을에 공문을 적어 보냈다.
    오후에 충청수사에게 가서 봤다.
    저녁에 고성사람으로 사로잡혔다가 도망해 온 사람을 직접 문초했다.
    광양의 송전(宋銓)이 그의 지휘관인 병사의 편지를 이곳에 가지고 왔다. 낙안과 충청우후가 온다고 했다."
1594-07-09 (화),(을유),"바람이 세게 불었다.
    아침에 충청우후(원유남)가 교서에 숙배하였다.
    저녁나절에 순천, 낙안, 보성의 군관과 색리들이 격군을 소홀히 하고 또 기일을 어긴 죄를 처벌했다.
    가리포, 임치, 소근포, 마량첨사 및 고성현령이 아울러 왔다.
    낙안의 군량 벼 이백섬을 받아서 나누었다."
1594-07-10 (수),(병술),"아침에 맑다가 저녁에 비가 조금 내렸다.
    아침에 낙안의 겨랑 벼 찧은 것과 광양 벼 백섬을 되었다.
    신홍헌(申弘憲)이 들어왔다.
    저녁나절에 송전(宋筌)과 군관이 활 열다섯순을 쏘았다.
    아침에 아들 면의 병이 중태에 빠졌다는 말을 들었다. 또 피를 토하는 증세까지 있다고 하므로, 울(蔚)과 심약 신경황, 정사립, 배응록(裵應祿)을 아울러 내 보냈다."
1594-07-11 (목),(정해),"궂은비가 내렸다.
    바람이 세게 불고 종일 그치지 않았다. 울(蔚)이 가는 길이 고되고 힘들 것이 많이 염려되고, 또 면의 병이 어떠한지 궁금 하다.
    장계를 손수 초잡아 고쳐 주었다.
    경상 순무(서성)의 공문이 왔는데, 원수사가 불평을 많이 했다는 것이다.
    오후에 군관들에게 화살을 쏘게 했다. 봉학(奉鶴)도 같이 활을 쏘았다.
    윤언침(尹彦 )이 점고 받으러 왔기에 점심을 먹여 도로 보냈다.
    저물무렵에 비바람이 몹시 치더니 밤 내내 계속 되었다.
    충청 수사가 와서 봤다."
1594-07-12 (금),(무자),"맑다.
    아침에 소근첨사가 와서 보고 화살 쉰네개를 만들어 바쳤다.
    공문을 적어서 나누어 주었다.
    충청수사는 순천, 사도, 발포, 충청우후와 아울러 와서 활을 쏘았다.
    저녁에 탐후선이 들어왔기 에 어머니의 평안하심은 알았으나, 면의 병세는 중하여 몹시도 애타지만 어찌하랴.
    영의정 류성룡이 죽었다는 부고가 순변사가 있는 곳에 왔다고 한다. 이는 류 정승을 미워하는 자들이 반드시 말을 만들어 비방하는 말일 것이다. 이런 통분함을 이길 수 없다.
    이날 어둘 무렵에 마음이 몹시도 어지러웠다. 홀로 빈집에 앉았으니, 마음을 제대로 걷잡을 수 없다. 염려가 더욱 답답하여 밤이 깊어 가도 잠들지 못했다.
    류 정승이 만약 어찌 되었다면 나랏일을 어찌하랴! 어찌하랴!"
1594-07-13 (토),(기축),"비가 내렸다.
    홀로 앉아 아들 면의 병세가 어떨까하고 글자를 짚어 점을 쳐 보았더니, 임금을 만나 보는 것과 같다는 괘가 나왔다. 아주 좋았다. 다시 짚으니, 밤에 등불을 얻은 것과 같다는 괘가 나왔다. 두 괘가 다 좋았다. 마음이 좀 놓인다.
    또 류 정승의 점을 친니, 바다에서 배를 얻은 것과 같은 괘가 나왔다. 다시 점치니, 의심하다가 기쁨을 얻은 것과 같다는 괘가 나왔다. 무척 좋았다.
    저녁내 비가 내리는데, 홀로 앉아 있는 마음을 가눌 길 없다.
    저녁나절에 송전(宋筌)이 돌아가는데, 소금 한휘를 주어 보냈다.
    오후에 마량첨사와 순천이 와서 보고 어두워서 되돌아갔다.
    비가 올 것인가 개일 것인가를 점쳤더니, 점은 뱀이 독을 뿜어 내는 것과 같은 괘가 나왔다. 앞으로 비가 많이 내릴 것이니, 농사일이 염려된다. 밤에 비가 퍼붓듯이 내렸다.
    초저녁에 발포 탐후선이 편지를 받아 가지고 돌아갔다."
1594-07-14 (일),(경인),"비가 내렸다.
    어제 저녁부터 빗발이 삼대 같았다. 지붕이 새어 마른 곳이 없다. 간신히 밤을 지냈다. 점괘를 얻은 그대로이니 참으로 묘하다.
    충청수사와 순천부사를 청해 와서 장기를 두게 하고 구경하며 시간을 보냈다.
    그러나 근심이 뱃속에 있으니, 어찌 조금인들 편안하랴!
    함께 점심을 먹고 저녁에 수루 위로 걸어나가 몇 바퀴나 어설렁거리다가 돌아왔다.
    탐후선이 오지 않으니 그 까닭을 모르겠다.
    자정에 비가 또 내렸다."
1594-07-15 (월),(신묘),"비가 내렸다. 저녁나절에 개었다.
    조카 해, 종 경이 들어와서 아들 면의 병이 차도가 있다는 소식을 자세히 들으니 기쁘기 그지없다.
    조카 분(芬)의 편지에, 또 아산 고향의 선산이 아무 탈 없고, 가묘도 편안하며, 어머 \니께서도 편안하시다는 걸 알게 되었으니, 다행이다.
    이흥종(李 興宗)이 환자하는 일로 매를 맞다가 숨졌다고 했다. 놀랍다.
    그 삼촌(충청수사 李純信)이 처음 이를 듣고서 비통한 나머지, 그 어머니도 듣고 병세가 더욱 위중해졌다고 한다.
    활 열여순을 쏜 뒤에 수루에 올라가서 이리저리 거닐 적에, 박주사리(朴注沙 里)가 급히 와서 명나라 장수의 배가 이미 본영 앞에 이르러 이리로 온다고 했다.
    그래서 곧 삼도에 전령하여 진을 죽도(통영시 한산면)로 옮겼다. 밤을 지냈다."
1594-07-16 (화),(임진),"흐리고 바람이 차겁다.
    늦은 아침부터 큰 비가 내리더니 종일 퍼붓듯이 왔다.
    경상수사 원균(元均), 충청수사, 우수사가 모두 와서 봤다.
    소비포가 소의 다리 등을 보내 왔다.
    명나라 장수가 삼천진(사천시 삼천 포)에 이르러 머물러 묵는다고 했다. 여도만호가 먼저 왔다. 저녁에 본진으로 돌아왔다."
1594-07-17 (수),(계사),"맑다.
    새벽에 포구로 나가 진을 쳤다.
    오전 열시쯤에 명나라 장수 파총 장홍유(張鴻儒)가 병호선(兵號船) 다섯척을 거느리고 돛을 달고 들어와서 곧장 영문에 이르러서는 육지에 내려서 이야기하자고 청했다.
    그래서 나는 여러 수사들과 함께 활터 정자에 올라가서 올라오기를 청했더니, 파총이 배에서 내려 곧 왔다.
    이들과 같이 앉아서 먼저 바닷길 만리 먼길을 어렵다 않으시고 여기까지 오신데 대하여 감사함을 비길 길이 없다고 하였더니, 대답하기를,
    작년 7월 절강에서 배를 타고 요동에 이르니, 요동사람들이 말하기를, 바닷길에는 돌섬과 암초가 많고, 또 앞으로 강화가 이루어질 것이니 갈 필요가 없다고 억지로 말리는데도 그대로 요동에 머물면 서 시랑(侍郞) 손광(孫鑛)과 총병(總兵) 양문(楊文)에게 보고하고, 올 3월초에 출항하여 들어왔으니, 무에 수고라고 할 것이 있는 가 했다.
    나는 차를 마시라고 청하고 또 술잔을 권하니 감개무량 하다.
    또 적의 형세를 이야기하느라고 밤이 깊은 줄도 몰랐다. 조용히 이야기하다가 헤어졌다."
1594-07-18 (목),(갑오),"맑다.
    다락 위로 올라가자고 청하여 점심을 먹은 뒤에 나가 앉아 술을 서너 차례 권했다.
    대체로 내년 봄에 배를 거느리고 곧장 제주에 이르러, 공히 우리 수군과 합세하여 으시대면서 추악한 적들을 무찌르자고 성의있게 이야기했다. 초저녁에 헤어졌다."
1594-07-19 (금),(을미),"맑다.
    아침에 환영 예물 단자를 올리니, 감사해 마지 못하겠다면서 주시는 물건이 매우 풍성했다. 충청수사도 드렸다. 저녁나절에 우수사가 예물을 주는데 몇몇은 나와 같았다.
    점심을 먹은 뒤에 경상 원수사가 혼자서 술 한 잔을 올리는데, 상은 무척 어지럽건만 한가지라도 아래쪽 힘쓸 것이 없었다. 우습고 우스웠다.
    또 자(字)와 호(別號)를 물으니, 써서 주는데, 자는 중문(仲文)이요, 호(軒號)는 수천(秀川)이라고 했다.
    촛불을 밝히고 다시 이야 기하다가 헤어졌다.
    비가 많이 올듯하여 배로 내려가 잤다."
1594-07-20 (토),(병신),"맑다.
    아침에 통역관이 와서 전하여 말하기를, 명나라 장수(장홍유)가 남원에 있는 총병 유정(劉綎)이 있는 곳에는 가지 않고 곧장 돌아가라고 했다.
    나는 명나라 장수에게 간절히 말을 전하기를,
    ""처음에 파총(장홍유)이 남원으로 온다는 소식이 이미 총병관 유정에게 전해졌으니, 만약 가지 않는다면, 그 중간에 남의 말들이 있을 것이므로, 바라건대 가서 만나 보고 돌아가는 것이 좋겠다."" 고 하였다.
    그러니 파총이 나의 말을 전해 듣고, 과연 옳다고 하며, ""내 말을 타고 혼자 가서 만나 본 뒤에 군산으로 가서 배를 타겠다.""고 했다는 것이다.
    아침식사를 하고서 파총이 내 배로 내려와서 조용히 이야기 하고, 이별의 잔을 권했다. 파총이 일곱 잔을 마신 뒤 홋줄을 풀고 함께 포구 밖으로 나가 두번 세번 애달픈 뜻으로 송별하였다.
    그리고 경수(景修 : 이억기), 충청수사, 순천부사, 발포만호, 사 도첨사와 같이 사인암(舍人巖)으로 올라가 취하며 이야기하고서 돌아왔다."
1594-07-21 (일),(정유),"맑다.
    아침에 원수에게 명나라 장수와의 문답 내용을 공문을 만들어 내 보냈다.
    저녁나절에 마량첨사, 소비포첨사가 와서 봤다. 발포만호가 복병 내보내는 일로 와서 아뢰고 갔다.
    저녁에 수루로 올라 있는데, 순천부사가 와서 이야기했다.
    오후에 흥양의 군량선이 들어왔다. 그래서 색리와 배 주인에게 발바닥을 호되게 때렸다.
    저녁에 소비포가 와서 보고는 하는 말이, 기한에 대지 못했다고 해서 수사 원균(元均)에게 곤장 서른 대를 맞았다고 했다. 몹시 해괴한 일이다.
    저녁나절에 우수사가 군량 스무섬을 꾸어 갔다."
1594-07-22 (월),(무술),"맑다.
    아침에 장계초고를 수정했다. 임치첨사와 목포만호가 와서 봤다. 저녁나절에 사량만호와 영등포만호이 와서 봤다.
    오후에 충청 수사, 순천부사, 충청우후, 이영남(李英男)이 함께 활을 쏘았다.
    저물 무렵 수루에 올라가 밤이 되어 앉아 있다가 돌아왔다."
1594-07-23 (화),(기해),"맑다.
    충청수사가 우수사, 가리포첨사와 같이 와서 봤다. 활을 쏘았다.
    조카 해가 돌아갔다. 목년(木年)이 들어 왔다."
1594-07-24 (수),(경자),"맑다.
    여러 가지 장계를 직접 봉했다. 영의정(류성룡)과 심 병판(심충겸), 윤 판서(윤근수) 앞으로 보냈다.
    저녁에 활 일곱순을 쏘았다."
1594-07-25 (목),(신축),"맑다.
    아침에 하천수에게 장계를 지니게 하여 내보냈다.
    아침 식사를 하고서 충청수사, 순천부사 등과 함께 우수사에게로 가서 활 열순을 쏘았다.
    몹시 취하여 돌아왔는데 밤새도록 토해냈다."
1594-07-26 (금),(임인),"맑다.
    각 고을에 공문을 써 보냈다.
    밥을 먹은 뒤에 수루위로 옮겨 앉았다. 순천과 충청수사가 와서 봤다.
    저녁나절에 녹도만호가 도망병 여덟명을 잡아 왔다. 그래서 그중 주모자 세명을 처형하고 그 나머지는 곤장을 쳤다.
    저녁에 탐후선이 들어왔다. 아들들의 편지를 보니, 어머니께서 편안하시고 면의 병도 나아 진다고 한다. 허씨댁이 병이 점점 더해졌다고 한다. 걱정이다.
    유홍(兪弘)과 윤근수(尹根壽)가 세상을 떠나고 윤돈(尹敦 : 1551-1612)이 종사관으로 내려 온다고 한다.
    신천기(申天機)도 들어왔다. 어둘 무렵 신제운(申霽雲)이 와서 봤다.
    노윤발(盧潤發)이 흥양의 색리와 감관을 붙잡아 들어왔다."
1594-07-27 (토),(계묘),"흐리고 바람이 불었다.
    밤 꿈에 머리를 풀고 곡을 했다. 이 조짐은 매우 좋은 것이라고 한다.
    이날 충청수사, 순천부사와 함께 수루위에서 활을 쏘았다.
    충청수사가 과하주(여름을 지내도 시어지지 않는 약주)를 가지고 왔다. 나는 몸이 불편하여 조금 마셨다. 역시 좋아지지 않았다."
1594-07-28 (일),(갑진),"맑다.
    흥양의 색리들의 죄를 다스렸다. 신제운이 주부의 직첩을 받고서 갔다.
    저녁나절에 수루에 올라가 벽 바르는 일을 감독했다. 의능이 와서 그 일을 맡았다. 저물 무렵에 숙소로 내려 왔다."
1594-07-29 (월),(을사),"종일 가랑비가 왔다.
    바람기는 없었다.
    순천부사와 충청수사가 바둑을 두는데, 구경했다. 몸이 몹시 불편하다. 낙안군수도 와서 같이 했다.
    이날 밤 신음했는데 아침까지 했다."
1594-08-01 (화),(병오),"비오고 바람이 세게 불었다.
    몸이 몹시 불편하다. 수루의 방으로 옮겨 앉았다가 곧 뒷동 헌방으로 돌아왔다.
    저녁에 낙안군수(金俊繼)가 강집(姜緝)을 데려다가 군량 독촉하는 일로 군율에 따라 문초하고 내어 보냈다.
    비가 종일 내리더니 밤까지 왔다."
1594-08-02 (수),(정미),"비가 퍼붓듯이 내렸다.
    초하루 한밤중에 꿈을 꾸었는데, 부안사람(李舜臣의 첩)이 아들을 낳았다. 달수를 따져보니 낳을 달이 아니었다. 그래서 꿈이지만 내쫓아버렸다. 몸이 나은 것 같다.
    저녁나절에 수루위로 옮겨 앉아 충청수사, 순천부사 및 마량첨사와 함께 이야기 하며 새로 빚은 술을 몇잔 마셨다.
    비가 종일 내렸다.
    송희립(宋希立)이 와서 아뢰기를, 흥양의 훈도도 작은 배를 타고 도망갔다고 했다."
1594-08-03 (목),(무신),"아침에는 흐렸으나 저물녁에야 개었다.
    충청수사와 함께 활 서너순을 쏘았다. 수루(戍樓)의 방을 도배 했다."
1594-08-04 (금),(기유),"아침에비가 뿌리다가 저녁나절에 개었다.
    충청수사 및 순천부사, 발포만호 등이 와서 활을 쏘았다.
    수루의 방의 도배를 마쳤다.
    경상수사의 군관과 색리들이 명나라 장수를 접대할 때에 여자들에게 떡과 음식물을 머리에 이고 오게 한 죄를 처벌했다.
    화살장이 박옥래(朴玉來)가 와서 대를 가져 갔다.
    이종호(李宗浩)가 흥양에 안수지(安守智) 등을 잡아 오려고 갔다."
1594-08-05 (토),(경술),"아침에 흐렸다.
    밥을 먹은 뒤에 충청수사, 순천부사와 같이 활을 쏘았다.
    오후에 경상수사 원균(元均)에게로 갔더니, 우수사가 이미 먼저 와 있었다. 서로 이야기하다가 한시간쯤이나 지나서 돌아왔다.
    이날 웅천현감, 소비포권관, 영등포만호 및 윤동구(尹東, ) 등이 선봉장으로서 여기에 왔다."
1594-08-06 (일),(신해),"아침에 맑다가 저물녁에 비가 내렸다.
    충청수사와 함께 활 열순을 쏘았다.
    저녁에 장흥부사가 들어 왔다. 보성군수가 나갔다.
    탐후선이 들어왔다. 어머니께서는 편안하시고 아들 면은 차츰 나아진다고 한다.
    고성현령과 사도첨사, 적도만호가 아울러 왔다가 갔다. 이날 밤 수루의 방에서 잤다."
1594-08-07 (월),(임자),종일 비가 내렸다.
1594-08-08 (화),(계축),"종일 비가 내렸다.
    조방장 정응운(丁應運)이 들어왔다."
1594-08-09 (수),(갑인),"비가 내렸다.
    우수사 및 조방장 정응운(丁應運), 충청수사, 순천부사, 사도첨 사가 같이 이야기했다."
1594-08-10 (목),(을묘),"종일 비가 내렸다.
    충청수사 및 순천부사가 와서 이야기했다. 이날 장계초고를 수정했다."
1594-08-11 (금),(병진),"종일 비가 많이 내렸다.
    이날 밤 바람이 미친 듯이 불고 폭우가 쏟아졌다. 지붕이 세겹이나 벋겨져 삼대같이 비가 샜다.
    밤새도록 앉아서 새벽을 맞았다. 양 창문은 모두 바람에 깨져 다 젖었다."
1594-08-12 (토),(정사),"흐리되 비는 오지 않았다.
    저녁나절에 충청수사 및 순천부사와 함께 활을 쏘았다. 웅천현감, 소비포권관도 와서 활을 쏘았다.
    아침에 원수의 군관 심준(沈俊)이 여기 왔다.
    그 전령에, 군사약속을 직접 만나서 논의하자고 하므로 오는 17일에 사천으로 나가 기다리겠다고 했다."
1594-08-13 (일),(무오),"맑다.
    아침에 심준(沈俊)이 돌아갔다. 노윤발(盧潤發)도 돌아갔다.
    오전 열시쯤에 배에서 내려 여러 장수들을 거느리고 견내량으로 가서, 별도로 날랜 장수들을 뽑아 춘원포(春原浦 : 통영시 광도면 끄승개) 등지로 가서, 적을 엿보아 무찌르게 할 일을 사도첨사에게 전령하여 여러 장수들에게 사람을 보내고 그대로 머물러 잤다.
    달빛은 비단결 같고 바람없어 잔잔하여 해를 시켜 피리를 불게 했다. 밤이 깊어서야 그만 뒀다."
1594-08-14 (월),(기미),"아침에 흐리다가 저물녁에 비가 왔다.
    사도첨사, 소비포권관, 웅천현감 등이 달려 와서 보고한 내용에,
    ""왜선 한척이 춘원포(春原浦)에 정박해 있으므로 불의에 엄습하였더니, 왜놈들은 배를 버리고 도망쳐 달아나기에, 우리나라 남녀 열다섯명을 빼앗아 돌아오고, 적의 배도 빼앗아 왔다.""고 했다.
    오후 두시쯤에 진으로 돌아왔다."
1594-08-15 (화),(경신),"맑다.
    식사를 한 뒤에 출항하여, 경상수사 원균(元均)과 함께 월명포(통영시 산양면 수월리)에 이르러 잤다."
1594-08-16 (수),(신유),"맑다.
    새벽에 출항하여 소비포에 이르러 정박했다. 아침밥을 먹은 뒤에 돛을 올려서 사천 선창((船滄 : 사천시 용현면 선진리)에 이 니, 기직남(奇直男)이 곤양군수(이광악)와 함께 와 있었다. 그대로 머물러 잤다."
1594-08-17 (목),(임술),"흐리다가 저물 무렵에 비가 왔다.
    원수가 오정에 사천에 이르러 군관을 보내어 이야기하자고 했다. 그래서 곤양의 말을 타고 원수가 머물고 있는 사천현감(기직남)이 맞아주는 곳으로 나아갔다.
    교서에 숙배한 뒤에 공사간의 예를 마치고, 그대로 함께 이야기하니 오해가 많이 풀리는 빛이다.
    원균(元均)수사를 몹시 책망하니, 원수사는 머리를 들지 못하였다. 우습다.
    술을 가지고 마시자고 청했다. 여덟 순을 돌리니 원수가 몹시 취하여 상을 물리고 헤어져 숙소로 돌아오니, 박종남(朴宗男)과 윤담(尹潭)이 와서 봤다."
1594-08-18 (금),(계해),"흐리되 비는 오지 않았다.
    식사를 한 뒤에 원수가 청하므로 나아가 이야기했다. 또 조촐한 술잔치를 벌였는데 잔뜩 취해서 아뢰고 돌아왔다.
    경상수사 원균(元均)은 취해 일어나지도 못하고 드러누워 오지 않았다.
    그래서 나만 곤양군수(이광악), 거제현령(안위), 소비포권관(이영 남) 등과 함께 배를 돌려 삼천포앞에 이르러 잤다."
1594-08-19 (토),(갑자),"맑다. 저녁에 잠깐 비가 왔다.
    새벽에 사량(통영시 사량면) 뒷쪽에 이르니, 원균(元均)수사는 아직 오지 않았다.
    칡을 예순동이나 캐니, 원균(元均)수사가 그제야 왔다.
    늦게 출항하여 당포(통영시 산양면 삼덕리)에 이르러 잤다."
1594-08-20 (일),(을축),"맑다.
    느지막이 출항하여 진(한산도)에 이르렀다. 우수사(이억기)와 조방장 정응운(丁應運)이 와서 보고는 정은 곧 돌아갔다.
    우수사 및 장흥부사, 사도첨사, 가리포첨사, 충청우후와 함께 활을 쏘았다.
    저녁에 피리를 불고 노래했다. 밤이 깊어서 헤어졌다. 미안스러운 일이 많았다.
    충청수사는 그 어머니의 병환이 위중하여 흥양으로 곧장 도로 돌아갔다."
1594-08-21 (월),(병인),"맑다.
    외가의 제삿날이라 공무를 보지 않았다.
    곤양군수, 사도첨사, 마량첨사, 남도만호, 영등포만호, 회령포만호, 소비포권관가 아울러 왔다. 양정언(梁廷彦)이 와서 봤다."
1594-08-22 (화),(정묘),"맑다.
    나라제삿날(成宗貞顯王后 尹氏)이라 공무를 보지 않았다.
    경상 우우후가 와서 봤다. 낙안군수, 사도첨사도 왔다가 갔다.
    저녁에 곤양군수, 거제현령, 소비포권관, 영등포만호가 와서 이야기하고 밤이 깊어서 돌아갔다."
1594-08-23 (수),(무진),"맑다.
    아침에 공문 초안을 잡았다.
    밥을 먹은 뒤에 활터정자로 옮겨 앉았다. 공문을 적어 보냈다. 그대로 활을 쏘았다.
    바람이 몹시 험악하게 불었다.
    장흥부사, 녹도만호가 같이 왔다. 저물 무렵에 곤양군수과 웅천현감, 영등포만호, 거제현령, 소비포권관도 왔다. 초저녁에 헤어져 돌아갔다."
1594-08-24 (목),(기사),"맑다.
    각 고을에 수군을 징발하는 일로 박언춘(朴彦春), 김륜(金倫), 신경황(申景潢)을 내어 보냈다.
    조방장 정응운(丁應運)이 돌아갔다. 저물 무렵에 소비포가 와서 봤다."
1594-08-25 (금),(경오),"맑다.
    아침에 곤양군수, 소비포권관을 불러 와서 같이 아침밥을 먹었다.
    사도첨사가 휴가를 받아 갔다. 9월 초7일에 돌아오도록 일러 보냈다.
    현덕린(玄德麟)이 제 집으로 돌아갔다. 신천기(申天紀)도 곡식을 바칠 일로 돌아갔다. 저녁나절에 흥양이 돌아왔다.
    활터 정자로 내려가 활 여섯순을 쏘았다.
    정원명(鄭元明)이 들어왔다고 했다."
1594-08-26 (토),(신미),"맑다.
    아침에 각 고을과 포구에 공문을 써 보냈다.
    흥양 보자기 막동이란 자가 장흥의 군사 서른명을 몰래 그의 배에 싣고 도망간 죄로 처형하여 효수했다.
    저녁나절에 내려가 활터정자에 앉아서 활을 쏘았다. 충청우후도 와서 같이 쏘았다."
1594-08-27 (일),(임신),"맑다.
    우수사는 가리포첨사, 장흥부사, 임치첨사, 우후 및 충청우후가 와서 활을 쏘는데, 흥양현감은 술을 바쳤다.
    아침에 아들 울(蔚)의 편지를 보니, 아내의 병이 위중하다고 했다. 그래서 아들 회를 내보냈다."
1594-08-28 (월),(계유),"밤 두시쯤부터 비는 조금 오다가 바람이 세게 불었다.
    비는 아침 여섯 시께 개었으나, 바람은 종일 세게 불고 밤새도록 그치지 않았다. 아들 회가 잘 갔는지 아닌지 몰라서 몹시 염려된다.
    진도군수(김만수)가 와서 봤다. 그 편에 원수의 장계로 해서 문책 하는 글이 내려 왔는데, 대체로 장계를 낸 것에 잘못 풀이한 때 문이었다."
